QuantityX	Name	Edition	Foil	Price	List name
1x	Enthusiastic Mechanaut	Kamigawa: Neon Dynasty		$0.27	Kamigawa and innistrad
1x	Etched Oracle	Commander 2016		$0.27	Ezuri
1x	Grixis Charm	Shards of Alara		$0.27	Grixis colors
1x	Incandescent Aria	Streets of New Capenna		$0.27	B/W Commander randoms
1x	Incandescent Aria	Streets of New Capenna		$0.27	Baldurs gate rares
1x	Jor Kadeen, First Goldwarden	Phyrexia: All Will Be One		$0.27	New phyrexia
1x	Korlessa, Scale Singer	Commander Legends: Battle for Baldur's Gate		$0.27	Baldurs gate
1x	Korlessa, Scale Singer	Commander Legends: Battle for Baldur's Gate		$0.27	Baldurs gate uncommons
1x	Mardu Shadowspear	Fate Reforged		$0.27	Black uncommons
1x	Nighthowler	Commander Legends: Battle for Baldur's Gate		$0.27	Captain ngathrod
1x	Rumor Gatherer	Streets of New Capenna		$0.27	White uncommons
1x	Searing Blood	Pioneer Challenger Decks 2021		$0.27	Red uncommons
1x	Sire of the Storm	Champions of Kamigawa		$0.27	April 2023
1x	Tablet of Compleation	Phyrexia: All Will Be One		$0.27	April 2023
1x	Thought Collapse	Jumpstart		$0.27	Andy's new cards
1x	Zevlor, Elturel Exile	Commander Legends: Battle for Baldur's Gate		$0.27	Baldurs gate rares
1x	Aven Heartstabber	Streets of New Capenna		$0.28	Baldurs gate rares
1x	Aven Heartstabber	Streets of New Capenna		$0.28	New capenna, strixhaven rares uncommons
1x	Balduvian Bears	Ice Age		$0.28	Old cards
1x	Cloudform	Commander 2018		$0.28	Blue uncommons
1x	Congregate	Commander Anthology		$0.28	White uncommons
1x	Deadeye Plunderers	Ixalan		$0.28	Multicolor uncommons
1x	Dina, Soul Steeper	Strixhaven: School of Mages		$0.28	Multicolor uncommons
1x	Drogskol Captain	Crimson Vow Commander		$0.28	Millicent
1x	Elite Scaleguard	Commander 2016		$0.28	White uncommons
1x	Ellyn Harbreeze, Busybody	Commander Legends: Battle for Baldur's Gate		$0.28	Baldurs gate
1x	Ellyn Harbreeze, Busybody	Commander Legends: Battle for Baldur's Gate		$0.28	Baldurs gate rares
2x	Emancipation Angel	Jumpstart		$0.28	White uncommons
1x	Griffin Aerie	Core Set 2021		$0.28	B/W Commander randoms
1x	Griffin Aerie	Core Set 2021		$0.28	Baldurs gate uncommons
1x	Griffin Aerie	Core Set 2021		$0.28	White uncommons
1x	Huatli's Raptor	War of the Spark		$0.28	Baldurs gate uncommons
2x	Joint Exploration	Dominaria United		$0.28	April 2023
1x	Lorescale Coatl	Alara Reborn		$0.28	Chulane
3x	Myrsmith	Modern Masters 2015		$0.28	White uncommons
1x	Nihilith	Commander Legends: Battle for Baldur's Gate		$0.28	Captain ngathrod
1x	Pestilence	Fourth Edition		$0.28	Old cards
1x	Pursued Whale	Core Set 2021		$0.28	Rares
1x	Submerged Boneyard	Commander 2018		$0.28	Grixis colors
1x	Thrakkus the Butcher	Commander Legends: Battle for Baldur's Gate		$0.28	Baldurs gate
1x	Thrakkus the Butcher	Commander Legends: Battle for Baldur's Gate		$0.28	Baldurs gate rares
2x	Thrakkus the Butcher	Commander Legends: Battle for Baldur's Gate		$0.28	Baldurs gate uncommons
2x	Unnatural Restoration	Phyrexia: All Will Be One		$0.28	April 2023
1x	Winds of Qal Sisma	Fate Reforged		$0.28	Baldurs gate uncommons
2x	Winds of Qal Sisma	Fate Reforged		$0.28	Green uncommons
1x	Abyssal Specter	Modern Masters 2017		$0.29	Black uncommons
1x	Aerie Mystics	Commander Anthology		$0.29	White uncommons
1x	Ajani's Pridemate	War of the Spark		$0.29	Baldurs gate uncommons
1x	Azorius Chancery	Commander 2018		$0.29	April 2023
1x	Bhaal, Lord of Murder	Commander Legends: Battle for Baldur's Gate		$0.29	Baldurs gate rares
1x	Bloodthirsty Blade	Commander 2019		$0.29	April 2023
1x	Bloodthirsty Blade	Commander 2019		$0.29	Breena
1x	Boros Elite	GRN Guild Kit		$0.29	White uncommons
1x	Cabaretti Ascendancy	Streets of New Capenna		$0.29	Rares
1x	Calamity's Wake	The Brothers' War		$0.29	April 2023
2x	Cartel Aristocrat	Gatecrash		$0.29	Multicolor uncommons
1x	Claim // Fame	Hour of Devastation		$0.29	Modern deck
18x	Drover of the Mighty	Ixalan		$0.29	Green uncommons
1x	Fruit of the First Tree	Fate Reforged		$0.29	Green uncommons
1x	Gorion, Wise Mentor	Commander Legends: Battle for Baldur's Gate		$0.29	Baldurs gate
1x	Gorion, Wise Mentor	Commander Legends: Battle for Baldur's Gate		$0.29	Baldurs gate rares
1x	Graverobber Spider	Born of the Gods		$0.29	Multicolor uncommons
1x	Hedron Archive	Jumpstart		$0.29	B/W Commander randoms
1x	Hiveheart Shaman	Innistrad: Crimson Vow		$0.29	Rares
1x	Kagha, Shadow Archdruid	Commander Legends: Battle for Baldur's Gate		$0.29	Baldurs gate rares
1x	Long Rest	Adventures in the Forgotten Realms		$0.29	Rares
2x	Lookout's Dispersal	Ixalan		$0.29	Blue uncommons
1x	Lure	Ice Age		$0.29	Old cards
1x	Mnemonic Wall	Commander 2013		$0.29	Grixis colors
1x	Molten Slagheap	Commander 2013		$0.29	Grixis colors
1x	Nivix Guildmage	Commander 2013		$0.29	Grixis colors
1x	Promise of Bunrei	Masters 25		$0.29	Millicent
1x	Raptor Hatchling	Ixalan		$0.29	Red uncommons
1x	Seal of Doom	Modern Masters 2017		$0.29	Black uncommons
1x	Skycloud Expanse	Crimson Vow Commander		$0.29	Millicent
1x	Soul Manipulation	Modern Masters 2017		$0.29	Multicolor uncommons
1x	Spectral Sailor	Crimson Vow Commander		$0.29	Millicent
1x	Thornwood Falls	Commander 2016		$0.29	Chulane
1x	Thrill of Possibility	Strixhaven Mystical Archive		$0.29	Baldurs gate uncommons
1x	Thrill of Possibility	Strixhaven Mystical Archive		$0.29	New capenna, strixhaven rares uncommons
4x	Thundering Spineback	Ixalan		$0.29	Green uncommons
1x	Twinferno	Dominaria United		$0.29	April 2023
2x	Unflinching Courage	Modern Masters 2017		$0.29	Multicolor uncommons
5x	Walk the Plank	Ixalan		$0.29	Black uncommons
1x	Windstorm	Duel Decks Anthology: Garruk vs. Liliana		$0.29	Green uncommons
2x	Abandoned Sarcophagus	Commander 2020		$0.30	Rares
1x	Abzan Falconer	Commander Anthology Volume II		$0.30	B/W Commander randoms
2x	Alpine Houndmaster	Core Set 2021		$0.30	Multicolor uncommons
1x	Amplifire	Ravnica Allegiance		$0.30	Rares
1x	Angrath, Captain of Chaos	War of the Spark		$0.30	Baldurs gate uncommons
1x	Arvad the Cursed	Dominaria		$0.30	B/W Commander randoms
1x	Azorius Chancery	Commander 2016		$0.30	Millicent
1x	Banewhip Punisher	Hour of Devastation		$0.30	Black uncommons
1x	Basic Conjuration	Strixhaven: School of Mages		$0.30	Baldurs gate rares
1x	Become Immense	Khans of Tarkir		$0.30	Green uncommons
1x	Bladegriff Prototype	Commander Legends		$0.30	B/W Commander randoms
1x	Blinkmoth Well	Mirrodin		$0.30	Andy's new cards
1x	Blood Mist	Eldritch Moon		$0.30	Red uncommons
1x	Bloodtracker	Crimson Vow Commander		$0.30	B/W Commander randoms
1x	Breath of the Sleepless	Crimson Vow Commander		$0.30	Millicent
1x	Brokers Hideout	Streets of New Capenna		$0.30	Chulane others
1x	Cabaretti Courtyard	Streets of New Capenna		$0.30	Chulane others
1x	Cabaretti Courtyard	Streets of New Capenna		$0.30	Osgir others
2x	Calibrated Blast	Modern Horizons 2		$0.30	Rares
1x	Cavalcade of Calamity	Ravnica Allegiance		$0.30	Rares
1x	Cavalcade of Calamity	Ravnica Allegiance		$0.30	Red uncommons
3x	Chromatic Star	The Brothers' War Retro Artifacts		$0.30	April 2023
1x	Commander's Sphere	Forgotten Realms Commander		$0.30	Niv
1x	Coral Atoll	Commander Legends		$0.30	Andy's new cards
1x	Creepy Puppeteer	Innistrad: Crimson Vow		$0.30	Rares
1x	Deathbringer Regent	New Capenna Commander		$0.30	Breena
1x	Dismiss	Conspiracy: Take the Crown		$0.30	Grixis colors
1x	Dispossess	Amonkhet		$0.30	Rares
1x	Dockside Chef	Kamigawa: Neon Dynasty		$0.30	Baldurs gate uncommons
1x	Drogskol Reinforcements	Crimson Vow Commander		$0.30	Millicent
1x	Emperor's Vanguard	Ixalan		$0.30	Rares
1x	Endless Detour	Streets of New Capenna		$0.30	Chulane others
1x	Evelyn, the Covetous	Streets of New Capenna		$0.30	Baldurs gate rares
1x	Evelyn, the Covetous	Streets of New Capenna		$0.30	New capenna, strixhaven rares uncommons
1x	Evolving Wilds	Tarkir Dragonfury		$0.30	Chulane
2x	Feast on the Fallen	Magic 2015		$0.30	B/W Commander randoms
1x	Flameblade Adept	Amonkhet		$0.30	Red uncommons
3x	Freejam Regent	Aether Revolt		$0.30	Rares
1x	Generous Visitor	Kamigawa: Neon Dynasty		$0.30	Baldurs gate uncommons
1x	Glacial Wall	Eternal Masters		$0.30	Ezuri
1x	Gleaming Overseer	War of the Spark		$0.30	Baldurs gate uncommons
3x	Goblinslide	Khans of Tarkir		$0.30	Red uncommons
1x	Gonti's Machinations	Aether Revolt		$0.30	Black uncommons
1x	Gorilla Shaman	Modern Horizons 2		$0.30	Baldurs gate uncommons
1x	Gorilla Shaman	Modern Horizons 2		$0.30	Osgir others
1x	Grateful Apparition	War of the Spark		$0.30	B/W Commander randoms
1x	Gruul War Chant	Modern Masters 2017		$0.30	Baldurs gate uncommons
1x	Gruul War Chant	Modern Masters 2017		$0.30	Multicolor uncommons
1x	Guardian Archon	Commander 2021		$0.30	Baldurs gate rares
1x	Guardian Archon	Commander 2021		$0.30	Breena
1x	Guardian of the Gateless	Gatecrash		$0.30	White uncommons
1x	Half-Kitten, Half-	Unstable		$0.30	Ezuri
1x	Haunting Imitation	Crimson Vow Commander		$0.30	Millicent
1x	Hedron Archive	Commander 2021		$0.30	B/W Commander randoms
1x	Hedron Archive	Commander 2021		$0.30	Osgir
3x	Herd Baloth	Modern Horizons 2		$0.30	Green uncommons
1x	Hex	Commander Legends: Battle for Baldur's Gate		$0.30	Captain ngathrod
2x	Hidden Stockpile	Aether Revolt		$0.30	Multicolor uncommons
1x	Hoard Hauler	Streets of New Capenna		$0.30	B/W Commander randoms
1x	Hoard Hauler	Streets of New Capenna		$0.30	Baldurs gate rares
1x	Hope Tender	Hour of Devastation		$0.30	Green uncommons
1x	Hunted Lammasu	Commander 2021		$0.30	B/W Commander randoms
1x	Hunted Lammasu	Commander 2021		$0.30	Baldurs gate rares
1x	Ichor Wellspring	Commander 2021		$0.30	Osgir
1x	Illusory Ambusher	Commander 2015		$0.30	Blue uncommons
1x	Impulse	Battlebond		$0.30	Niv
1x	Increasing Devotion	Phyrexia: All Will Be One Commander		$0.30	April 2023
1x	Inspiring Leader	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate uncommons
1x	Junk Winder	Modern Horizons 2		$0.30	Blue uncommons
1x	Kabira Takedown //  // Kabira Plateau	Zendikar Rising		$0.30	Baldurs gate uncommons
1x	Kabira Takedown //  // Kabira Plateau	Zendikar Rising		$0.30	Zendikar
1x	Kaya, Bane of the Dead	War of the Spark		$0.30	Baldurs gate uncommons
2x	Kumano Faces Kakkazan //  // Etching of Kumano	Kamigawa: Neon Dynasty		$0.30	Baldurs gate uncommons
2x	Kumano Faces Kakkazan //  // Etching of Kumano	Kamigawa: Neon Dynasty		$0.30	Kamigawa and innistrad
1x	Leyline Prowler	War of the Spark		$0.30	Baldurs gate uncommons
1x	Malakir Cullblade	Magic Origins		$0.30	Black uncommons
1x	Martial Law	Return to Ravnica		$0.30	Rares
1x	Memory's Journey	Innistrad		$0.30	Multicolor uncommons
1x	Mesmeric Fiend	Masters 25		$0.30	Andy's new cards
1x	Meteor Swarm	Adventures in the Forgotten Realms		$0.30	Rares
1x	Mindless Automaton	Eternal Masters		$0.30	Colorless uncommmons
1x	Moorland Haunt	Crimson Vow Commander		$0.30	Millicent
1x	Myriad Landscape	Commander Legends: Battle for Baldur's Gate		$0.30	Captain ngathrod
1x	Neera, Wild Mage	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate rares
1x	Nine-Fingers Keene	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate rares
1x	Odric, Blood-Cursed	Innistrad: Crimson Vow		$0.30	Rares
1x	Patchwork Crawler	Innistrad: Crimson Vow		$0.30	Andy's new cards
1x	Plaxmanta	Commander 2015		$0.30	Ezuri
1x	Power Depot	Modern Horizons 2		$0.30	Osgir
1x	Priest of the Blessed Graf	Crimson Vow Commander		$0.30	Millicent
1x	Psychic Strike	Gatecrash		$0.30	Foil rares and uncommons
1x	Rakdos Guildgate	Commander 2013		$0.30	Grixis colors
2x	Rally of Wings	War of the Spark		$0.30	Baldurs gate uncommons
1x	Ravenous Baloth	Jumpstart		$0.30	Rares
1x	Refuse // Cooperate	Commander 2019		$0.30	April 2023
1x	Refuse // Cooperate	Commander 2019		$0.30	Grixis colors
1x	Ria Ivor, Bane of Bladehold	Phyrexia: All Will Be One		$0.30	April 2023
1x	Ria Ivor, Bane of Bladehold	Phyrexia: All Will Be One		$0.30	New phyrexia
1x	Rigo, Streetwise Mentor	Streets of New Capenna		$0.30	Baldurs gate rares
1x	Rigo, Streetwise Mentor	Streets of New Capenna		$0.30	New capenna, strixhaven rares uncommons
1x	Rip Apart	Strixhaven: School of Mages		$0.30	Baldurs gate uncommons
1x	Rip Apart	Strixhaven: School of Mages		$0.30	New capenna, strixhaven rares uncommons
1x	Rip Apart	Strixhaven: School of Mages		$0.30	Osgir
1x	Risona, Asari Commander	Kamigawa: Neon Dynasty		$0.30	Baldurs gate rares
1x	Risona, Asari Commander	Kamigawa: Neon Dynasty		$0.30	Osgir others
1x	Sanguine Spy	Streets of New Capenna		$0.30	Baldurs gate rares
1x	Sanguine Spy	Streets of New Capenna		$0.30	New capenna, strixhaven rares uncommons
1x	Scatter to the Winds	Battle for Zendikar		$0.30	Grixis colors
1x	Sealed Fate	Mirage		$0.30	Grixis colors
1x	Sigarda's Summons	Innistrad: Crimson Vow	Foil	$0.30	Breena
2x	Siren of the Silent Song	Born of the Gods		$0.30	Multicolor uncommons
1x	Sludge Monster	Commander Legends: Battle for Baldur's Gate		$0.30	Captain ngathrod
1x	Soul Snare	Commander 2018		$0.30	B/W Commander randoms
1x	Spectral Arcanist	Crimson Vow Commander		$0.30	Millicent
1x	Sprouting Goblin	Dominaria United	Foil	$0.30	April 2023
2x	Squirrel Sanctuary	Modern Horizons 2		$0.30	Green uncommons
2x	Sword Coast Sailor	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate
1x	Sword Coast Sailor	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate rares
1x	Temple of the False God	New Capenna Commander		$0.30	Baldurs gate uncommons
1x	Terramorphic Expanse	Duel Decks: Phyrexia vs. the Coalition		$0.30	Chulane
1x	The Monumental Facade	Phyrexia: All Will Be One		$0.30	April 2023
1x	The Underworld Cookbook	Modern Horizons 2		$0.30	Baldurs gate uncommons
1x	The Underworld Cookbook	Modern Horizons 2		$0.30	Foil rares and uncommons
1x	The Underworld Cookbook	Modern Horizons 2		$0.30	Osgir others
3x	Tower Defense	Ravnica Allegiance		$0.30	Green uncommons
1x	Trelasarra, Moon Dancer	Adventures in the Forgotten Realms		$0.30	Multicolor uncommons
1x	Twilight Drover	Crimson Vow Commander		$0.30	Millicent
1x	Unburial Rites	Modern Masters 2017		$0.30	Baldurs gate uncommons
1x	Unburial Rites	Modern Masters 2017		$0.30	Vish Kal
1x	Undead Butler	Innistrad: Crimson Vow		$0.30	B/W Commander randoms
1x	Undead Butler	Innistrad: Crimson Vow		$0.30	Baldurs gate uncommons
1x	Unsubstantiate	Eldritch Moon		$0.30	Blue uncommons
1x	Veteran Soldier	Commander Legends: Battle for Baldur's Gate		$0.30	Baldurs gate rares
1x	Vile Entomber	Modern Horizons 2		$0.30	Grixis colors
1x	Village Bell-Ringer	Innistrad		$0.30	Chulane
2x	Virulent Plague	Dragons of Tarkir		$0.30	Black uncommons
1x	Voidwalk	Gatecrash		$0.30	Blue uncommons
1x	Wharf Infiltrator	Commander Legends: Battle for Baldur's Gate		$0.30	Captain ngathrod
3x	Wrecking Ogre	Gatecrash		$0.30	Rares
1x	Zalto, Fire Giant Duke	Adventures in the Forgotten Realms		$0.30	Rares
3x	Zameck Guildmage	Gatecrash		$0.30	Multicolor uncommons
1x	Abyssal Specter	Ice Age		$0.31	Old cards
1x	Augur of Bolas	Commander 2013		$0.31	Niv
1x	Azorius Signet	Starter Commander Decks		$0.31	Millicent
1x	Bloodbraid Marauder	Modern Horizons 2		$0.31	Rares
1x	Diviner Spirit	Commander Anthology		$0.31	Grixis colors
1x	Gate to the Afterlife	The List		$0.31	Colorless uncommmons
1x	Izzet Boilerworks	Commander 2021		$0.31	Niv
2x	Kelpie Guide	Strixhaven: School of Mages		$0.31	Blue uncommons
1x	Kyodai, Soul of Kamigawa	Kamigawa: Neon Dynasty		$0.31	Baldurs gate rares
1x	Ministrant of Obligation	Ravnica Allegiance		$0.31	B/W Commander randoms
1x	Ministrant of Obligation	Ravnica Allegiance		$0.31	Baldurs gate uncommons
1x	Ministrant of Obligation	Ravnica Allegiance		$0.31	White uncommons
1x	Psychic Spiral	Return to Ravnica		$0.31	Blue uncommons
1x	Quicksmith Spy	Aether Revolt		$0.31	Rares
2x	Rabbit Battery	Kamigawa: Neon Dynasty		$0.31	Baldurs gate uncommons
1x	Rabbit Battery	Kamigawa: Neon Dynasty		$0.31	Kamigawa and innistrad
2x	Rabbit Battery	Kamigawa: Neon Dynasty		$0.31	Osgir others
1x	Return to Dust	Commander 2021		$0.31	Osgir others
1x	Stitcher's Graft	Eldritch Moon		$0.31	Baldurs gate rares
1x	Stitcher's Graft	Eldritch Moon		$0.31	Vish Kal
1x	Terramorphic Expanse	Commander Anthology		$0.31	Niv
1x	Battle Mastery	Battlebond		$0.32	White uncommons
1x	Curse of Leeches //  // Leeching Lurker	Innistrad: Midnight Hunt		$0.32	Andy's new cards
1x	Dimir Charm	Gatecrash		$0.32	Multicolor uncommons
1x	Dissolve	Theros		$0.32	Niv
2x	Explore the Underdark	Commander Legends: Battle for Baldur's Gate		$0.32	Baldurs gate
2x	Explore the Underdark	Commander Legends: Battle for Baldur's Gate		$0.32	Baldurs gate uncommons
1x	Izzet Boilerworks	Commander 2019		$0.32	April 2023
1x	Korozda Guildmage	Commander 2015		$0.32	Ezuri
2x	Midnight Entourage	Aether Revolt		$0.32	Rares
1x	Orzhov Charm	RNA Guild Kit		$0.32	B/W Commander randoms
3x	Orzhov Charm	RNA Guild Kit		$0.32	Multicolor uncommons
1x	Psionic Ritual	Commander Legends: Battle for Baldur's Gate		$0.32	Captain ngathrod
1x	Reckless Abandon	Urza's Destiny		$0.32	Grixis colors
1x	Reckless Abandon	Urza's Destiny		$0.32	Modern deck
3x	Snapping Sailback	Ixalan		$0.32	Green uncommons
1x	Sphere of Annihilation	Adventures in the Forgotten Realms		$0.32	Rares
1x	Terramorphic Expanse	Time Spiral		$0.32	Zaxara
1x	The Underworld Cookbook	Modern Horizons 2		$0.32	Colorless uncommmons
1x	Urza's Armor	Urza's Saga		$0.32	Andy's new cards
1x	Whirler Rogue	Game Night		$0.32	April 2023
1x	Adanto Vanguard	Ixalan		$0.33	Baldurs gate uncommons
1x	Adanto Vanguard	Ixalan		$0.33	Vish Kal
1x	Adanto Vanguard	Ixalan		$0.33	White uncommons
3x	Aven Wind Guide	Amonkhet		$0.33	Multicolor uncommons
1x	Azorius Chancery	Commander Anthology		$0.33	Chulane
1x	Dancing Sword	Adventures in the Forgotten Realms		$0.33	Rares
1x	Discovery // Dispersal	Guilds of Ravnica		$0.33	Andy's new cards
1x	Drownyard Temple	Commander Legends: Battle for Baldur's Gate		$0.33	Captain ngathrod
1x	Fascination	Fate Reforged		$0.33	Blue uncommons
1x	Fell Stinger	Innistrad: Crimson Vow		$0.33	Baldurs gate uncommons
1x	Fell Stinger	Innistrad: Crimson Vow		$0.33	New capenna, strixhaven rares uncommons
1x	Forgotten Creation	Commander Legends: Battle for Baldur's Gate		$0.33	Captain ngathrod
1x	Grind // Dust	Hour of Devastation		$0.33	B/W Commander randoms
1x	Grind // Dust	Hour of Devastation		$0.33	Baldurs gate rares
1x	Heart-Piercer Manticore	Amonkhet		$0.33	Rares
1x	Hoard-Smelter Dragon	Commander 2021		$0.33	Osgir
2x	Hour of Glory	Hour of Devastation		$0.33	Rares
1x	Ihsan's Shade	Homelands		$0.33	Old cards
1x	Imminent Doom	Hour of Devastation		$0.33	Rares
4x	Mystic Archaeologist	Jumpstart		$0.33	Rares
2x	Pyroclasm	Masters 25		$0.33	Red uncommons
1x	Radiant Fountain	Magic 2015		$0.33	Vish Kal
1x	River of Tears	Commander Legends: Battle for Baldur's Gate		$0.33	Captain ngathrod
1x	Simic Guildgate	Commander Anthology		$0.33	Zaxara
1x	Snowfield Sinkhole	Kaldheim		$0.33	B/W Commander randoms
2x	Spreading Algae	Eighth Edition		$0.33	Ezuri
1x	Stoneskin	Commander Legends: Battle for Baldur's Gate		$0.33	Baldurs gate rares
1x	Strategic Planning	Commander 2013		$0.33	Blue uncommons
1x	Terramorphic Expanse	Commander 2015		$0.33	Vish Kal
1x	Treasure Hunter	Exodus		$0.33	Baldurs gate uncommons
1x	Verity Circle	Crimson Vow Commander		$0.33	Millicent
1x	Wild Beastmaster	Return to Ravnica		$0.33	Ezuri
1x	Bedeck // Bedazzle	Ravnica Allegiance		$0.34	Rares
1x	Beetleback Chief	Jumpstart		$0.34	Grixis colors
1x	Dominating Vampire	Innistrad: Crimson Vow		$0.34	Rares
1x	Fervent Mastery	Strixhaven: School of Mages		$0.34	Baldurs gate rares
1x	Fervent Mastery	Strixhaven: School of Mages		$0.34	New capenna, strixhaven rares uncommons
1x	Gelatinous Genesis	Double Masters		$0.34	Zaxara
1x	Ghostly Pilferer	New Capenna Commander		$0.34	Millicent
1x	Hellkite Igniter	Commander 2021		$0.34	Osgir
1x	Mage-Ring Network	Magic Origins		$0.34	Ezuri
1x	Merchant's Dockhand	Aether Revolt		$0.34	Rares
1x	Mind Flayer	Commander Legends: Battle for Baldur's Gate		$0.34	Captain ngathrod
1x	Mirror Match	Commander 2015		$0.34	Blue uncommons
3x	Necromancer's Stockpile	Jumpstart 2022		$0.34	April 2023
6x	Necromancer's Stockpile	Jumpstart 2022		$0.34	New phyrexia
1x	Nimbus Swimmer	Gatecrash		$0.34	Baldurs gate uncommons
1x	Nimbus Swimmer	Gatecrash		$0.34	Chulane others
1x	Nimbus Swimmer	Gatecrash		$0.34	Multicolor uncommons
1x	Nimbus Swimmer	Gatecrash		$0.34	Zaxara
1x	Oathsworn Vampire	Rivals of Ixalan		$0.34	B/W Commander randoms
1x	Oathsworn Vampire	Rivals of Ixalan		$0.34	Baldurs gate uncommons
1x	Pyroclasm	Magic 2010		$0.34	Osgir
1x	Rishadan Dockhand	Modern Horizons 2		$0.34	Foil rares and uncommons
3x	Sage-Eye Avengers	Fate Reforged		$0.34	Rares
2x	Solemn Recruit	Commander 2020		$0.34	Rares
1x	Temple of Enlightenment	Crimson Vow Commander		$0.34	Millicent
1x	Trygon Predator	Commander 2015		$0.34	Multicolor uncommons
1x	Village Rites	Core Set 2021		$0.34	Vish Kal
1x	Viseling	Commander 2013		$0.34	B/W Commander randoms
1x	Viseling	Commander 2013		$0.34	Baldurs gate uncommons
3x	Wasp of the Bitter End	Hour of Devastation		$0.34	Black uncommons
1x	Wight	Adventures in the Forgotten Realms		$0.34	April 2023
1x	Wight	Adventures in the Forgotten Realms		$0.34	Grixis colors
1x	Will-o'-the-Wisp	Masters 25		$0.34	Baldurs gate uncommons
1x	Will-o'-the-Wisp	Masters 25		$0.34	Kamigawa and innistrad
1x	Akoum Refuge	Commander 2013		$0.35	Grixis colors
1x	Apocalypse Demon	Hour of Devastation		$0.35	Rares
1x	Archaeomancer	Magic 2014		$0.35	Ezuri
1x	Audacious Reshapers	Commander 2021		$0.35	Osgir
1x	Blessed Reincarnation	Dragons of Tarkir		$0.35	Rares
1x	Blighted Woodland	Commander Legends		$0.35	Zaxara
1x	Bold Plagiarist	Commander 2021		$0.35	B/W Commander randoms
1x	Breakthrough	Conspiracy		$0.35	Zaxara
1x	Choked Estuary	Commander Legends: Battle for Baldur's Gate		$0.35	Captain ngathrod
1x	Command Tower	Neon Dynasty Commander		$0.35	Vish Kal
1x	Crater Elemental	Dragons of Tarkir		$0.35	Rares
1x	Crippling Fear	Commander Legends: Battle for Baldur's Gate		$0.35	Captain ngathrod
1x	Curse of Surveillance	Innistrad: Midnight Hunt		$0.35	Andy's new cards
4x	Daghatar the Adamant	Fate Reforged		$0.35	Rares
6x	Daring Saboteur	Ixalan		$0.35	Rares
1x	Devastating Mastery	Strixhaven: School of Mages		$0.35	B/W Commander randoms
2x	Devastating Mastery	Strixhaven: School of Mages		$0.35	Baldurs gate rares
2x	Devastating Mastery	Strixhaven: School of Mages		$0.35	New capenna, strixhaven rares uncommons
1x	Dragonshift	Dragon's Maze		$0.35	Rares
1x	Duke Ulder Ravengard	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate
1x	Duke Ulder Ravengard	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
2x	Dungeon Descent	Adventures in the Forgotten Realms		$0.35	Rares
1x	Errant, Street Artist	Streets of New Capenna		$0.35	Rares
1x	Excavation Technique	Commander 2021		$0.35	Osgir others
1x	Fact or Fiction	Commander 2019		$0.35	April 2023
1x	Fact or Fiction	Commander Legends		$0.35	Captain ngathrod
1x	Field of Souls	Eternal Masters		$0.35	Millicent
1x	Fraying Line	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate
1x	Fraying Line	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate rares
1x	Frontline Medic	Commander 2020		$0.35	Rares
1x	Fyndhorn Elder	Ice Age		$0.35	Old cards
1x	Ganax, Astral Hunter	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate
1x	Ganax, Astral Hunter	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate uncommons
1x	Genesis Hydra	Neon Dynasty Commander		$0.35	Zaxara
1x	Glory-Bound Initiate	Amonkhet		$0.35	Rares
1x	Goblin Goon	Jumpstart		$0.35	Rares
1x	Grasping Dunes	Amonkhet		$0.35	Lands uncommons
1x	Graveblade Marauder	Magic Origins		$0.35	April 2023
1x	Hand of Vecna	Adventures in the Forgotten Realms		$0.35	B/W Commander randoms
1x	Hand of Vecna	Adventures in the Forgotten Realms		$0.35	Baldurs gate rares
1x	Hand of Vecna	Adventures in the Forgotten Realms		$0.35	Rares
1x	Heirloom Blade	Zendikar Rising Commander		$0.35	April 2023
1x	High Sentinels of Arashin	Khans of Tarkir		$0.35	Rares
1x	Holy Mantle	Gatecrash		$0.35	White uncommons
1x	Hour of Eternity	Hour of Devastation		$0.35	Rares
1x	Impetuous Devils	Eldritch Moon		$0.35	Rares
1x	Invoke the Winds	Kamigawa: Neon Dynasty		$0.35	Baldurs gate rares
1x	Invoke the Winds	Kamigawa: Neon Dynasty		$0.35	Kamigawa and innistrad
2x	Ipnu Rivulet	Hour of Devastation		$0.35	Lands uncommons
1x	Kefnet's Last Word	Hour of Devastation		$0.35	Niv
1x	Living Lore	Dragons of Tarkir		$0.35	Rares
1x	Mahadi, Emporium Master	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate
1x	Mahadi, Emporium Master	Commander Legends: Battle for Baldur's Gate		$0.35	Baldurs gate uncommons
1x	March of Reckless Joy	Kamigawa: Neon Dynasty		$0.35	Baldurs gate rares
