QuantityX	Name	Edition	Foil	Price	List name
1x	Go-Shintai of Boundless Vigor	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
1x	Go-Shintai of Lost Wisdom	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
1x	Goblin Electromancer	Guilds of Ravnica		$0.25	Niv
1x	God-Favored General	Born of the Gods		$0.25	White uncommons
1x	Golgari Decoy	Return to Ravnica		$0.25	Green uncommons
1x	Gravedigger	Amonkhet		$0.25	Black uncommons
1x	Great Teacher's Decree	Dragons of Tarkir		$0.25	White uncommons
1x	Green Dragon	Adventures in the Forgotten Realms		$0.25	Green uncommons
3x	Gridlock	Gatecrash		$0.25	Blue uncommons
1x	Gridlock	Gatecrash		$0.25	Foil rares and uncommons
1x	Grinning Ignus	Strixhaven: School of Mages		$0.25	Red uncommons
2x	Ground Assault	Gatecrash		$0.25	Multicolor uncommons
2x	Gruul Charm	Gatecrash		$0.25	Multicolor uncommons
1x	Guttersnipe	Starter Commander Decks		$0.25	April 2023
1x	Gyre Engineer	Ravnica Allegiance		$0.25	Ezuri
1x	Gyre Engineer	Ravnica Allegiance		$0.25	Multicolor uncommons
1x	Hallar, the Firefletcher	Dominaria		$0.25	Ezuri
1x	Hapatra's Mark	Amonkhet		$0.25	Green uncommons
2x	Heir of the Wilds	Khans of Tarkir		$0.25	Green uncommons
1x	Hellraiser Goblin	Duel Decks: Speed vs. Cunning		$0.25	Red uncommons
2x	Herd Migration	Dominaria United		$0.25	April 2023
2x	Hewed Stone Retainers	Fate Reforged		$0.25	Colorless uncommmons
3x	Hidden Herbalists	Aether Revolt		$0.25	Green uncommons
1x	Highland Lake	Commander 2019		$0.25	April 2023
1x	Highland Lake	Shadows over Innistrad		$0.25	Niv
1x	Hit // Run	Dissension		$0.25	Modern deck
1x	Hold the Gates	Gatecrash		$0.25	White uncommons
2x	Honored Crop-Captain	Amonkhet		$0.25	Multicolor uncommons
1x	Hooded Horror	Commander 2013		$0.25	Black uncommons
1x	Hostile Takeover	Streets of New Capenna		$0.25	Baldurs gate rares
1x	Hostile Takeover	Streets of New Capenna		$0.25	New capenna, strixhaven rares uncommons
1x	Howl of the Hunt	Innistrad: Midnight Hunt	Foil	$0.25	Kamigawa and innistrad
1x	Hulking Bugbear	Adventures in the Forgotten Realms		$0.25	Baldurs gate uncommons
4x	Hulking Bugbear	Adventures in the Forgotten Realms		$0.25	Red uncommons
1x	Hydrolash	Game Night		$0.25	Blue uncommons
2x	Icy Manipulator	Dominaria		$0.25	Osgir
4x	Illness in the Ranks	Gatecrash		$0.25	Black uncommons
1x	Illuminator Virtuoso	Streets of New Capenna		$0.25	B/W Commander randoms
1x	Illuminator Virtuoso	Streets of New Capenna		$0.25	Baldurs gate uncommons
3x	Imaginary Threats	Hour of Devastation		$0.25	Blue uncommons
1x	Impassioned Orator	Ravnica Allegiance		$0.25	B/W Commander randoms
1x	Imperial Aerosaur	Ixalan		$0.25	White uncommons
1x	Incendiary Flow	Eldritch Moon		$0.25	Red uncommons
1x	Incubation // Incongruity	Commander 2021		$0.25	Chulane others
1x	Inferno Jet	Hour of Devastation		$0.25	Red uncommons
1x	Infest	Commander 2013		$0.25	Black uncommons
1x	Into the Night	Innistrad: Crimson Vow		$0.25	Foil rares and uncommons
1x	Into the Roil	Zendikar		$0.25	Niv
1x	Invade the City	War of the Spark		$0.25	Baldurs gate uncommons
1x	Iona's Blessing	Oath of the Gatewatch		$0.25	White uncommons
1x	Iridescent Hornbeetle	Zendikar Rising		$0.25	Ezuri
1x	Iron Golem	Adventures in the Forgotten Realms		$0.25	Colorless uncommmons
2x	Irresistible Prey	Jumpstart		$0.25	Green uncommons
1x	Izzet Guildgate	Commander 2013		$0.25	Grixis colors
1x	Izzet Locket	Commander 2019		$0.25	Niv
1x	Jace's Defeat	Hour of Devastation		$0.25	Blue uncommons
1x	Jayemdae Tome	Magic Origins		$0.25	Colorless uncommmons
3x	Jelenn Sphinx	Battlebond		$0.25	Multicolor uncommons
2x	Jeskai Elder	Duel Decks: Speed vs. Cunning		$0.25	Blue uncommons
2x	Join the Dance	Innistrad: Midnight Hunt		$0.25	Baldurs gate uncommons
2x	Join the Dance	Innistrad: Midnight Hunt		$0.25	Kamigawa and innistrad
2x	Junktroller	Ravnica Allegiance		$0.25	Colorless uncommmons
1x	Keeper of Fables	Throne of Eldraine		$0.25	Chulane others
1x	Khenra Charioteer	Amonkhet		$0.25	Multicolor uncommons
2x	Kheru Bloodsucker	Khans of Tarkir		$0.25	Black uncommons
1x	Killian, Ink Duelist	Strixhaven: School of Mages		$0.25	Baldurs gate
1x	Killian, Ink Duelist	Strixhaven: School of Mages		$0.25	Baldurs gate uncommons
1x	Killian, Ink Duelist	Strixhaven: School of Mages		$0.25	New capenna, strixhaven rares uncommons
1x	Killian, Ink Duelist	Strixhaven: School of Mages		$0.25	Vish Kal
1x	Kitesail Freebooter	Core Set 2021		$0.25	Baldurs gate uncommons
1x	Knight of Obligation	Gatecrash		$0.25	White uncommons
1x	Kor Blademaster	Zendikar Rising		$0.25	Baldurs gate uncommons
1x	Kor Blademaster	Zendikar Rising		$0.25	Zendikar
7x	Kraul Harpooner	Guilds of Ravnica		$0.25	Green uncommons
1x	Krydle of Baldur's Gate	Adventures in the Forgotten Realms		$0.25	Multicolor uncommons
1x	Kumena's Speaker	Ixalan		$0.25	Green uncommons
2x	Laid to Rest	Innistrad: Crimson Vow		$0.25	April 2023
1x	Lambholt Raconteur //  // Lambholt Ravager	Innistrad: Crimson Vow		$0.25	Red uncommons
1x	Lantern of the Lost	Innistrad: Crimson Vow		$0.25	April 2023
1x	Lantern of the Lost	Innistrad: Crimson Vow		$0.25	Osgir others
2x	Launch Mishap	Jumpstart 2022		$0.25	April 2023
2x	Lay Bare the Heart	Amonkhet		$0.25	Black uncommons
1x	Lay Claim	Amonkhet		$0.25	Blue uncommons
1x	Lazotep Chancellor	Modern Horizons 2		$0.25	Grixis colors
2x	Lazotep Chancellor	Modern Horizons 2		$0.25	Multicolor uncommons
1x	Lightning Mauler	Avacyn Restored		$0.25	Red uncommons
1x	Lightning Strike	Ixalan		$0.25	Red uncommons
1x	Liliana's Defeat	Hour of Devastation		$0.25	Black uncommons
1x	Liliana's Elite	Eldritch Moon		$0.25	Black uncommons
1x	Long Road Home	Eldritch Moon		$0.25	White uncommons
1x	Lorescale Coatl	Masters 25		$0.25	Baldurs gate uncommons
1x	Lotus-Eye Mystics	Fate Reforged		$0.25	White uncommons
1x	Lozhan, Dragons' Legacy	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Luminescent Rain	Morningtide		$0.25	Baldurs gate rares
1x	Lunar Frenzy	Innistrad: Midnight Hunt		$0.25	Baldurs gate uncommons
1x	Lunar Frenzy	Innistrad: Midnight Hunt		$0.25	Kamigawa and innistrad
1x	Lurking Roper	Adventures in the Forgotten Realms		$0.25	Green uncommons
1x	Macabre Mockery	Ravnica Allegiance		$0.25	Multicolor uncommons
1x	Magmaquake	Starter Commander Decks		$0.25	April 2023
1x	Makeshift Munitions	Jumpstart		$0.25	Red uncommons
1x	Maraleaf Pixie	Throne of Eldraine		$0.25	Multicolor uncommons
1x	Marang River Prowler	Ultimate Masters		$0.25	Blue uncommons
1x	Marang River Skeleton	Dragons of Tarkir		$0.25	Grixis colors
2x	Marauding Looter	Ixalan		$0.25	Multicolor uncommons
4x	Mardu Blazebringer	Khans of Tarkir		$0.25	Red uncommons
3x	Mardu Roughrider	Khans of Tarkir		$0.25	Multicolor uncommons
1x	Martial Impetus	Commander 2021		$0.25	Breena
2x	Master the Way	Khans of Tarkir		$0.25	Multicolor uncommons
3x	Mazzy, Truesword Paladin	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Mazzy, Truesword Paladin	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate rares
1x	Mentor of the Meek	Starter Commander Decks		$0.25	Millicent
1x	Mentor's Guidance	Strixhaven: School of Mages		$0.25	Blue uncommons
1x	Mer-Ek Nightblade	Khans of Tarkir		$0.25	Vish Kal
1x	Merciless Eternal	Hour of Devastation		$0.25	Black uncommons
2x	Merciless Javelineer	Amonkhet		$0.25	Multicolor uncommons
1x	Merfolk Windrobber	Zendikar Rising		$0.25	Baldurs gate uncommons
1x	Merfolk Windrobber	Zendikar Rising		$0.25	Zendikar
5x	Meteor Golem	Core Set 2020		$0.25	Colorless uncommmons
1x	Meteor Golem	Forgotten Realms Commander		$0.25	Osgir
1x	Meteorite	Magic Origins		$0.25	Osgir
1x	Millstone	Magic 2014		$0.25	Colorless uncommmons
1x	Miming Slime	Gatecrash		$0.25	Green uncommons
1x	Mistfire Adept	Fate Reforged		$0.25	Blue uncommons
1x	Mogg Salvage	Modern Horizons 2		$0.25	Red uncommons
1x	Monoskelion	Modern Horizons 2		$0.25	Colorless uncommmons
1x	Murasa Rootgrazer	Zendikar Rising		$0.25	Baldurs gate uncommons
1x	Murasa Rootgrazer	Zendikar Rising		$0.25	Zendikar
1x	Murder Investigation	Magic Origins		$0.25	White uncommons
1x	Mycosynth Wellspring	Duel Decks: Elves vs. Inventors		$0.25	Osgir
1x	Mystical Teachings	Modern Masters 2017		$0.25	Grixis colors
1x	Nantuko Cultivator	Modern Horizons		$0.25	April 2023
1x	Navigator's Ruin	Ixalan		$0.25	Blue uncommons
1x	Nebelgast Herald	Eldritch Moon		$0.25	April 2023
1x	Necrotic Fumes	Strixhaven: School of Mages		$0.25	Baldurs gate uncommons
1x	Necrotic Fumes	Strixhaven: School of Mages		$0.25	New capenna, strixhaven rares uncommons
1x	Negate	Battlebond		$0.25	Chulane
1x	Negate	Dragons of Tarkir		$0.25	Niv
1x	Negate	Magic 2015		$0.25	Grixis colors
3x	Nissa's Defeat	Hour of Devastation		$0.25	Green uncommons
1x	Noble's Purse	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Novijen Sages	Modern Masters 2015		$0.25	Blue uncommons
1x	Obscura Ascendancy	Streets of New Capenna		$0.25	Rares
3x	Ojutai Monument	Dragons of Tarkir		$0.25	Colorless uncommmons
1x	Oketra's Attendant	Amonkhet		$0.25	White uncommons
1x	Ominous Sphinx	Hour of Devastation		$0.25	Blue uncommons
2x	One Thousand Lashes	RNA Guild Kit		$0.25	Multicolor uncommons
1x	One Thousand Lashes	RNA Guild Kit		$0.25	Vish Kal
1x	Oneirophage	Jumpstart		$0.25	Blue uncommons
2x	Oneirophage	Modern Horizons		$0.25	Blue uncommons
1x	Onward // Victory	Amonkhet		$0.25	Multicolor uncommons
1x	Opportunity	Commander 2013		$0.25	Blue uncommons
1x	Orc Sureshot	Fate Reforged		$0.25	Black uncommons
1x	Oreskos Explorer	Battlebond		$0.25	Baldurs gate uncommons
1x	Oreskos Explorer	Battlebond		$0.25	Breena
1x	Orzhov Keyrune	Gatecrash		$0.25	Baldurs gate uncommons
2x	Orzhov Keyrune	Gatecrash		$0.25	Colorless uncommmons
1x	Orzhov Keyrune	Gatecrash		$0.25	Vish Kal
1x	Orzhov Locket	Ravnica Allegiance		$0.25	Vish Kal
1x	Overcome	Hour of Devastation		$0.25	Green uncommons
1x	Panic	Ice Age		$0.25	Old cards
1x	Parasitic Impetus	Commander 2021		$0.25	Breena
1x	Passageway Seer	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
2x	Passageway Seer	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate uncommons
1x	Patagia Viper	Commander 2015		$0.25	Green uncommons
1x	Peema Aether-Seer	Aether Revolt		$0.25	Green uncommons
2x	Peregrination	Born of the Gods		$0.25	Green uncommons
2x	Perilous Voyage	Ixalan		$0.25	Blue uncommons
1x	Phthisis	Commander 2013		$0.25	Grixis colors
1x	Phyrexia's Core	Commander 2021		$0.25	Osgir
1x	Phyrexian Gargantua	Commander 2013		$0.25	Andy's new cards
2x	Pilgrim of the Fires	Fate Reforged		$0.25	Colorless uncommmons
1x	Pitiless Pontiff	Ravnica Allegiance		$0.25	B/W Commander randoms
1x	Plate Armor	Adventures in the Forgotten Realms		$0.25	Baldurs gate uncommons
1x	Plate Armor	Adventures in the Forgotten Realms		$0.25	Vish Kal
2x	Plate Armor	Adventures in the Forgotten Realms		$0.25	White uncommons
1x	Port Town	Starter Commander Decks		$0.25	Millicent
1x	Possessed Skaab	Magic Origins		$0.25	Multicolor uncommons
2x	Prairie Stream	Starter Commander Decks		$0.25	April 2023
1x	Prairie Stream	Starter Commander Decks		$0.25	Millicent
1x	Press the Advantage	Dragons of Tarkir		$0.25	Green uncommons
1x	Price of Betrayal	War of the Spark		$0.25	Baldurs gate uncommons
1x	Prismari Campus	Strixhaven: School of Mages		$0.25	Niv
1x	Prison Realm	War of the Spark		$0.25	White uncommons
1x	Professor of Symbology	Strixhaven: School of Mages		$0.25	White uncommons
2x	Prosperous Thief	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
1x	Prosperous Thief	Kamigawa: Neon Dynasty		$0.25	Kamigawa and innistrad
1x	Protection of the Hekma	Amonkhet		$0.25	White uncommons
1x	Purify the Grave	Commander 2019		$0.25	April 2023
1x	Pyrotechnics	Fate Reforged		$0.25	Red uncommons
2x	Qarsi Deceiver	Dragons of Tarkir		$0.25	Blue uncommons
1x	Qarsi High Priest	Fate Reforged		$0.25	Black uncommons
2x	Quandrix Apprentice	Strixhaven: School of Mages		$0.25	Multicolor uncommons
1x	Quarry Beetle	Hour of Devastation		$0.25	April 2023
1x	Quarry Beetle	Hour of Devastation		$0.25	Green uncommons
1x	Quicksmith Genius	Commander 2021		$0.25	Osgir
1x	Quintorius, Field Historian	Strixhaven: School of Mages		$0.25	Multicolor uncommons
1x	Rageform	Fate Reforged		$0.25	Red uncommons
1x	Ragemonger	Born of the Gods		$0.25	Multicolor uncommons
1x	Rakshasa Gravecaller	Dragons of Tarkir		$0.25	Black uncommons
1x	Rampaging Growth	Jumpstart 2022		$0.25	April 2023
1x	Rasaad yn Bashir	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Rasaad yn Bashir	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate rares
2x	Ravaging Blaze	Magic Origins		$0.25	Red uncommons
2x	Ray of Enfeeblement	Adventures in the Forgotten Realms		$0.25	Black uncommons
1x	Reality Heist	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
2x	Reaper's Talisman	Adventures in the Forgotten Realms		$0.25	Black uncommons
1x	Reckless Racer	Aether Revolt		$0.25	Red uncommons
1x	Reclaim	Magic Origins		$0.25	Ezuri
1x	Reclaim	Ninth Edition		$0.25	Chulane
1x	Reclusive Taxidermist	Innistrad: Crimson Vow		$0.25	Baldurs gate uncommons
1x	Reclusive Taxidermist	Innistrad: Crimson Vow		$0.25	New capenna, strixhaven rares uncommons
1x	Reconstruct History	Strixhaven: School of Mages		$0.25	Osgir
1x	Red Dragon	Adventures in the Forgotten Realms		$0.25	Foil rares and uncommons
1x	Regal Bloodlord	Core Set 2019		$0.25	B/W Commander randoms
2x	Reinforced Ronin	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
1x	Reinforced Ronin	Kamigawa: Neon Dynasty		$0.25	Kamigawa and innistrad
1x	Relic Golem	Zendikar Rising		$0.25	Baldurs gate uncommons
1x	Relic Golem	Zendikar Rising		$0.25	Zendikar
1x	Remorseful Cleric	Starter Commander Decks		$0.25	Millicent
1x	Renari, Merchant of Marvels	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Renari, Merchant of Marvels	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate uncommons
1x	Renewed Faith	Amonkhet		$0.25	White uncommons
1x	Renowned Weaponsmith	Fate Reforged		$0.25	Blue uncommons
1x	Repeal	Guildpact		$0.25	Zaxara
2x	Resolute Reinforcements	Dominaria United		$0.25	April 2023
1x	Revitalize	Strixhaven Mystical Archive		$0.25	White uncommons
1x	Rhoda, Geist Avenger	Crimson Vow Commander		$0.25	Millicent
2x	Riddleform	Hour of Devastation		$0.25	Blue uncommons
1x	Ridgescale Tusker	Aether Revolt		$0.25	Green uncommons
1x	Rite of Undoing	Fate Reforged		$0.25	Blue uncommons
2x	River Sneak	Ixalan		$0.25	Blue uncommons
1x	Riveteers Charm	Streets of New Capenna		$0.25	Multicolor uncommons
1x	Road // Ruin	Modern Horizons 2		$0.25	Multicolor uncommons
1x	Roar of Challenge	Khans of Tarkir		$0.25	Baldurs gate uncommons
1x	Roar of Challenge	Khans of Tarkir		$0.25	Green uncommons
1x	Roaring Earth	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
1x	Roaring Earth	Kamigawa: Neon Dynasty		$0.25	Kamigawa and innistrad
1x	Rot Farm Skeleton	Dragon's Maze		$0.25	Multicolor uncommons
1x	Rug of Smothering	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate
1x	Rug of Smothering	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate uncommons
1x	Rune of Mortality	Kaldheim		$0.25	B/W Commander randoms
1x	Runebound Wolf	Innistrad: Crimson Vow		$0.25	Red uncommons
1x	Runic Repetition	Commander 2019		$0.25	April 2023
1x	Rupture Spire	Commander 2013		$0.25	Grixis colors
1x	Rust Monster	Adventures in the Forgotten Realms		$0.25	Red uncommons
2x	Rust Scarab	Gatecrash		$0.25	Green uncommons
1x	Rustvine Cultivator	Phyrexia: All Will Be One	Foil	$0.25	New phyrexia
1x	Ruthless Deathfang	Dragons of Tarkir		$0.25	Multicolor uncommons
1x	Ruthless Instincts	Fate Reforged		$0.25	Green uncommons
4x	Ruthless Sniper	Amonkhet		$0.25	Black uncommons
2x	Sacred Excavation	Amonkhet		$0.25	Blue uncommons
1x	Sadistic Skymarcher	Rivals of Ixalan		$0.25	Baldurs gate
2x	Salt Road Quartermasters	Dragons of Tarkir		$0.25	Green uncommons
1x	Sapphire Drake	Gatecrash		$0.25	Blue uncommons
1x	Sapphire Drake	Gatecrash		$0.25	Ezuri
1x	Sapphire Drake	Gatecrash		$0.25	Zaxara
1x	Savage Stomp	Ixalan		$0.25	Green uncommons
1x	Sawblade Slinger	Innistrad: Crimson Vow	Foil	$0.25	April 2023
1x	Scale Blessing	Dragons of Tarkir		$0.25	White uncommons
1x	Scour All Possibilities	Modern Horizons		$0.25	Niv
2x	Scoured Barrens	Fate Reforged		$0.25	Vish Kal
1x	Scourge of Geier Reach	Innistrad		$0.25	Red uncommons
3x	Scrabbling Claws	Ravnica Allegiance		$0.25	Colorless uncommmons
1x	Seal of Strength	Eternal Masters		$0.25	Foil rares and uncommons
1x	Secluded Steppe	Commander 2015		$0.25	Osgir
1x	Secluded Steppe	Commander 2017		$0.25	B/W Commander randoms
1x	Secluded Steppe	Commander Anthology		$0.25	B/W Commander randoms
1x	Secluded Steppe	Commander Anthology		$0.25	Breena
1x	Secluded Steppe	Commander Legends		$0.25	Baldurs gate uncommons
1x	Secret Plans	Commander 2019		$0.25	Multicolor uncommons
1x	Sedraxis Specter	Modern Masters 2017		$0.25	April 2023
1x	Sedraxis Specter	Modern Masters 2017		$0.25	Multicolor uncommons
9x	Sedraxis Specter	Modern Masters 2017		$0.25	Rares
1x	Seek the Horizon	Khans of Tarkir		$0.25	Chulane
1x	Seeker of the Way	Khans of Tarkir		$0.25	White uncommons
4x	Seekers' Squire	Ixalan		$0.25	Black uncommons
1x	Selesnya Guildgate	Commander 2017		$0.25	Chulane
1x	Seraph of the Suns	Amonkhet		$0.25	White uncommons
2x	Serene Remembrance	Gatecrash		$0.25	Green uncommons
1x	Servo Schematic	Aether Revolt		$0.25	Colorless uncommmons
1x	Set Adrift	Khans of Tarkir		$0.25	Blue uncommons
2x	Sharktocrab	Ravnica Allegiance		$0.25	Multicolor uncommons
1x	Shielded Aether Thief	Aether Revolt		$0.25	Blue uncommons
1x	Shifting Loyalties	Fate Reforged		$0.25	Blue uncommons
1x	Shipwreck Dowser	Core Set 2021		$0.25	Blue uncommons
1x	Shiv's Embrace	Magic 2011		$0.25	Red uncommons
1x	Shockmaw Dragon	Fate Reforged		$0.25	Red uncommons
2x	Shrike Harpy	Born of the Gods		$0.25	Black uncommons
1x	Siege Modification	Aether Revolt		$0.25	Red uncommons
1x	Sifter Wurm	Hour of Devastation		$0.25	Green uncommons
1x	Sigiled Starfish	Commander 2018		$0.25	Blue uncommons
1x	Silkwrap	Dragons of Tarkir		$0.25	White uncommons
1x	Silumgar Monument	Dragons of Tarkir		$0.25	Grixis colors
1x	Silumgar Sorcerer	The List		$0.25	Blue uncommons
1x	Silumgar Spell-Eater	Dragons of Tarkir		$0.25	Blue uncommons
3x	Silver-Fur Master	Kamigawa: Neon Dynasty		$0.25	Baldurs gate uncommons
2x	Silver-Fur Master	Kamigawa: Neon Dynasty		$0.25	Kamigawa and innistrad
1x	Silverquill Campus	Strixhaven: School of Mages		$0.25	Breena
1x	Silverquill Campus	Strixhaven: School of Mages		$0.25	Vish Kal
1x	Silversmote Ghoul	Core Set 2021		$0.25	B/W Commander randoms
1x	Silversmote Ghoul	Core Set 2021		$0.25	Baldurs gate uncommons
1x	Simic Fluxmage	Gatecrash		$0.25	Blue uncommons
1x	Simic Guildgate	Commander 2015		$0.25	Ezuri
3x	Simic Keyrune	Gatecrash		$0.25	Colorless uncommmons
2x	Sin Collector	Modern Masters 2017		$0.25	Multicolor uncommons
1x	Siren of the Fanged Coast	Born of the Gods		$0.25	Blue uncommons
2x	Skarrg Guildmage	Gatecrash		$0.25	Multicolor uncommons
1x	Skatewing Spy	Ravnica Allegiance		$0.25	Blue uncommons
3x	Skirge Familiar	Modern Horizons 2		$0.25	Black uncommons
1x	Skullport Merchant	Adventures in the Forgotten Realms		$0.25	Black uncommons
2x	Skullwinder	Commander Legends: Battle for Baldur's Gate		$0.25	Baldurs gate uncommons
2x	Skyfisher Spider	The Brothers' War		$0.25	April 2023
2x	Skymark Roc	Return to Ravnica		$0.25	Multicolor uncommons
3x	Skywise Teachings	Iconic Masters		$0.25	Blue uncommons
2x	Sleek Schooner	Ixalan		$0.25	Colorless uncommmons
1x	Sly Requisitioner	Aether Revolt		$0.25	Black uncommons
2x	Smoldering Werewolf //  // Erupting Dreadwolf	Eldritch Moon		$0.25	Red uncommons
1x	Sojourner's Companion	Modern Horizons 2		$0.25	Osgir others
1x	Somberwald Alpha	Magic Origins		$0.25	Green uncommons
1x	Somberwald Stag	Eldritch Moon		$0.25	Green uncommons
1x	Song-Mad Treachery //  // Song-Mad Ruins	Zendikar Rising		$0.25	Zendikar
1x	Soul Ransom	Modern Masters 2017		$0.25	Rares
1x	Soul Snare	Commander 2021		$0.25	Baldurs gate uncommons
1x	Soul Snare	Commander Anthology		$0.25	Breena
1x	Soul Tithe	Return to Ravnica		$0.25	White uncommons
1x	Spectral Shepherd	Shadows over Innistrad		$0.25	Millicent
1x	Spectral Steel	Kaldheim		$0.25	B/W Commander randoms
1x	Spectral Steel	Kaldheim		$0.25	Baldurs gate uncommons
2x	Spell Satchel	Strixhaven: School of Mages		$0.25	Colorless uncommmons
2x	Spellheart Chimera	Theros		$0.25	Multicolor uncommons
3x	Sphinx of the Guildpact	Ravnica Allegiance		$0.25	Colorless uncommmons
1x	Spincrusher	Darksteel		$0.25	Ezuri
1x	Spinning Wheel Kick	Kamigawa: Neon Dynasty	Foil	$0.25	Kamigawa and innistrad
3x	Spring // Mind	Amonkhet		$0.25	Multicolor uncommons
1x	Sprouting Thrinax	Modern Masters 2017		$0.25	Multicolor uncommons
2x	Staff of the Sun Magus	Magic 2014		$0.25	Colorless uncommmons
1x	Staff of the Wild Magus	Magic 2015		$0.25	Colorless uncommmons
